time,enso
12127,-0.893426469381374
12134,-0.864469105930284
12141,-0.818624179865507
12148,-0.739679330327032
12155,-0.664105317192811
12162,-0.592492524596381
12169,-0.567863024793597
12176,-0.555579655578362
12183,-0.513616389507579
12190,-0.454917192185628
12197,-0.435801390444347
12204,-0.382613515745353
12211,-0.344932696914265
12218,-0.299620682052723
12225,-0.252704187151523
12232,-0.248942075170895
12239,-0.264394071881198
12246,-0.26777551365701
12253,-0.286689557259364
12260,-0.314386217298791
12267,-0.347125624464175
12274,-0.382293972863163
12281,-0.439804521226787
12288,-0.509369700243527
12295,-0.565468604741566
12302,-0.573471906395906
12309,-0.641011362054063
12316,-0.701532162941507
12323,-0.740533917374243
12330,-0.772192260833914
12337,-0.812300890682046
12344,-0.832869543769679
12351,-0.852502632802282
12358,-0.85462176087652
12365,-0.875456906885311
12372,-0.906501542994651
12379,-0.885021635528059
12386,-0.859048417272534
12393,-0.87208094426988
12400,-0.838625784927132
12407,-0.828791675050822
12414,-0.831698795027407
12421,-0.796701901803617
12428,-0.748328654451931
12435,-0.691672934660881
12442,-0.652287779867127
12449,-0.619211542068437
12456,-0.588754462796849
12463,-0.531144351531345
12470,-0.494398652426485
12477,-0.501147000776061
12484,-0.505042267048949
12491,-0.475301351613839
12498,-0.424667398394175
12505,-0.368322701897448
12512,-0.37795800038109
12519,-0.365612829754424
12526,-0.365580152717927
12533,-0.343190755912149
12540,-0.286391210953799
12547,-0.195105088035964
12554,-0.141969808157696
12561,-0.0922727099762819
12568,-0.0609889856596228
12575,0.000250550486041971
12582,0.0620939808358322
12589,0.126855310595118
12596,0.199463809807773
12603,0.266727163948666
12610,0.310822128154601
12617,0.425105491162117
12624,0.518736449924962
12631,0.507461840215756
12638,0.466775662544932
12645,0.459763894119758
12652,0.454046966850338
12659,0.476206246642317
12666,0.481403148503034
12673,0.473094426430702
12680,0.464781185906247
12687,0.468580866681192
12694,0.518544771237683
12701,0.524389689421277
12708,0.403501033661947
12715,0.279657410333853
12722,0.248498278975086
12729,0.199678219561314
12736,0.152967331987275
12743,0.100302226978796
12750,0.0180240100355034
12757,-0.0259744650406239
12764,-0.0773041274292436
12771,-0.14787608511259
12778,-0.250943386613761
12785,-0.363115029803151
12792,-0.448160794032695
12799,-0.45991867155304
12806,-0.422375695764619
12813,-0.440907441904857
12820,-0.424209569069866
12827,-0.397029393863093
12834,-0.304560242773242
12841,-0.192449532924888
12848,-0.176102864021606
12855,-0.172984136018902
12862,-0.147280262743169
12869,-0.110128361703772
12876,-0.118682199848541
12883,-0.123630123409854
12890,-0.114303750572644
12897,-0.156435505157259
12904,-0.148744295781777
12911,-0.148099576786628
12918,-0.152835946673366
12925,-0.225646376129086
12932,-0.295361648109764
12939,-0.305176763521435
12946,-0.30717751002256
12953,-0.3238606524435
12960,-0.353711902765804
12967,-0.36994104769366
12974,-0.379523225619932
12981,-0.37747387816363
12988,-0.33096564561568
12995,-0.290264599622758
13002,-0.253673432750507
13009,-0.268044798500236
13016,-0.267151912434947
13023,-0.253849904543293
13030,-0.250078280726517
13037,-0.261111631680327
13044,-0.245051265349973
13051,-0.210465061617293
13058,-0.165580311145127
13065,-0.100920415120815
13072,-0.0983182534269683
13079,-0.102310539482164
13086,-0.112064296774456
13093,-0.122743491309225
13100,-0.142255570602832
13107,-0.175785003448216
13114,-0.221388149789797
13121,-0.266278972244981
13128,-0.240881931925165
13135,-0.257248758330485
13142,-0.365032918982806
13149,-0.434683875979269
13156,-0.456405736570203
13163,-0.508939816387606
13170,-0.597479587471022
13177,-0.632206681121023
13184,-0.6443293525994
13191,-0.597703651135487
13198,-0.52714268193791
13205,-0.446781039929967
13212,-0.364854652538028
13219,-0.344916152103636
13226,-0.297759859304052
13233,-0.147263571007993
13240,-0.0491641049041005
13247,0.00981242227777031
13254,0.113516769184865
13261,0.231463814786144
13268,0.310793242225121
13275,0.368726264877841
13282,0.388600239713553
13289,0.362893978596467
13296,0.346384546278053
13303,0.322467315156782
13310,0.288248205474935
13317,0.262965133004604
13324,0.211370460517308
13331,0.164557751424947
13338,0.120593274727812
13345,0.0947866908279965
13352,0.0734604156340191
13359,0.0592812756895358
13366,0.0424920834235174
13373,0.0215644374503535
13380,0.0347625620276213
13387,0.0490101513517296
13394,0.0769301195449337
13401,0.121131790653521
13408,0.16707314402246
13415,0.227482572039907
13422,0.314802823792319
13429,0.396017549703243
13436,0.446883774476956
13443,0.489553217053433
13450,0.518344019486748
13457,0.55719675601367
13464,0.586200711294979
13471,0.593552082321788
13478,0.592337261153226
13485,0.581917178869119
13492,0.61480693604945
13499,0.629909469859518
13506,0.64520632361437
13513,0.636235513722778
13520,0.603763315610978
13527,0.609727920378559
13534,0.600306591886442
13541,0.563097255283383
13548,0.531828599527
13555,0.528657372034002
13562,0.55819404538536
13569,0.586776807882181
13576,0.646201294320449
13583,0.666328719941856
13590,0.681176267812385
13597,0.670964130467049
13604,0.680952038088234
13611,0.677030149227188
13618,0.684624680306603
13625,0.710862568906318
13632,0.755655362820093
13639,0.800544260374979
13646,0.844324734654788
13653,0.88199133721268
13660,0.931914500615132
13667,0.962300931385006
13674,0.966208158871677
13681,0.992596396959278
13688,1.04789662705725
13695,1.11280690356989
13702,1.20113039202177
13709,1.26754037167082
13716,1.31746362301538
13723,1.37251485190801
13730,1.43339510601295
13737,1.49589863121958
13744,1.55468751920979
13751,1.60856473771906
13758,1.660049204319
13765,1.75430345361927
13772,1.85168498167574
13779,1.93513466039127
13786,2.0187589855768
13793,2.12598844096481
13800,2.20735182937668
13807,2.29544688557066
13814,2.36655284978509
13821,2.41635331038816
13828,2.45875910779093
13835,2.49270295990262
13842,2.52164612239579
13849,2.56892287401868
13856,2.59674157733144
13863,2.60527753470822
13870,2.60733721601409
13877,2.59154535828693
13884,2.52561189931321
13891,2.45575503932519
13898,2.40151881790032
13905,2.35448992498714
13912,2.29018778045151
13919,2.21289083945392
13926,2.13526636130191
13933,2.03941024012179
13940,1.92094761244255
13947,1.80130210989734
13954,1.65382764422735
13961,1.50342261252133
13968,1.34749351827126
13975,1.18707939902716
13982,1.03125147289873
13989,0.866861259475584
13996,0.729387123547378
14003,0.641126677582014
